speaker,text,date,year,debate_id,predicted_fallacy_meta.llama-3-2-3b-instruct
Harris,"i will not sit here and be lectured by the vice president on what it means to enforce the laws of our country. i am the only one on this stage who has personally prosecuted everything from child sexual assault to homicide. im the only one on this stage who has prosecuted the big banks for taking advantage of americas homeowners. i am the only one on this stage who prosecuted forprofit colleges for taking advantage of our veterans. and the reality of this is, that we are talking about an election in 27 days where last week, the president of the united states took a debate stage in front of 70 million americans and refused to condemn white supremacists. and",2020-10-07,2020,2020_October_07_2020,appeal to emotion
Harris,"it wasnt like he didnt have a chance. he didnt do it, and then he doubled down. and then he said, when pressed, stand back. stand by. and this is a part of a pattern of donald trumps. he was  he called mexicans rapists and criminals. he instituted as his first act a muslim ban. he, on the issue of charlottesville, where people were peacefully protesting the need for racial justice, where a young woman was killed and on the other side there were neonazis carrying tiki torches shouting racial epithets, anti semitic slurs. and donald trump, when asked about it, said there were fine people on both sides. this is who we have as the president of the united states. and america, you deserve better. joe biden will be a president who brings our country together.",2020-10-07,2020,2020_October_07_2020,fallacy of relevance
Page,senator harris,2020-10-07,2020,2020_October_07_2020,None
Harris,and recognizes the beauty in our diversity and the fact that we all have so much more in common than what separates us.,2020-10-07,2020,2020_October_07_2020,appeal to emotion
Page,"vice president pence, let me give you a minute to respond.",2020-10-07,2020,2020_October_07_2020,None
Pence,"thank you, susan. i appreciate that very much. i think thats one of the things that makes people dislike the media so much in this country, susan. that you selectively edit, just like senator harris did, comments that president trump and i, and others on our side of the aisle make. senator harris conveniently omitted, after the president made comments about people on either side of the debate over monuments, he condemned the kkk, neonazis and white supremacists and has done so repeatedly. your concern that he doesnt condemn neonazis  president trump has jewish grandchildren. his daughter and soninlaw are jewish. this is a president who respects and cherishes all of the american people. but you talk about having personally prosecuted  im glad you brought up your record, senator.",2020-10-07,2020,2020_October_07_2020,false dilemma
Page,thank you.,2020-10-07,2020,2020_October_07_2020,None
Pence,"i really need to make this point. when you were da in san francisco, when you left office, african americans were 19 times more likely to be prosecuted for minor drug offenses than whites and hispanics. when you were attorney general of california, you increased the disproportionate incarceration of blacks in california. you did nothing on criminal justice reform in california. you didnt lift a finger to pass the first step back on capitol hill. the reality is, your record speaks for itself. president trump and i have fought for criminal justice, for",2020-10-07,2020,2020_October_07_2020,ad hominem
Page,"thank you, vice president pence",2020-10-07,2020,2020_October_07_2020,None
Pence,fought for educational choice and opportunities for african americans,2020-10-07,2020,2020_October_07_2020,None
Page,"thank you, sir.",2020-10-07,2020,2020_October_07_2020,None
Pence,and well do it for four more.,2020-10-07,2020,2020_October_07_2020,None
Page,"thank you. you know there is no more important issue than the final issue that were going to talk about tonight, and that is the issue of the election itself.",2020-10-07,2020,2020_October_07_2020,None
Harris,"susan, he attacked my record. i would like an opportunity to respond.",2020-10-07,2020,2020_October_07_2020,None
Page,let me give you 30 seconds because were running out of time.,2020-10-07,2020,2020_October_07_2020,None
Harris,"i appreciate that. first of all, having served as the attorney general of the state of california, the work that i did is a model of what our nation needs to do and we will be able to do under a joe biden presidency. our agenda includes what this administration has failed to do. it will be about not only instituting a ban on chokeholds and carotid holes.",2020-10-07,2020,2020_October_07_2020,fallacy of credibility
Page,thank you.,2020-10-07,2020,2020_October_07_2020,None
Harris,i would like to go through,2020-10-07,2020,2020_October_07_2020,None
Page,these are points that you made earlier in the hour and i want to talk about the election itself before we have to,2020-10-07,2020,2020_October_07_2020,None
Harris,"but i want to talk about the connection between what joe and i will do and my record, which includes  i was the first statewide officer to institute a requirement that my agents would wear body cameras and keep them on full time. we were the first to initiate a requirement that there would be a training for law enforcement on implicit bias, because yes, joe biden and i recognize that implicit bias does exist, mr. vice president, contrary to what you may believe. we did the work of instituting reforms that were about investing in reentry. this is the work that we have done and the work we will do going forward and, again, i will not be lectured by the vice president, on our record of what we have done in terms of law enforcement and keeping our community safe and a commitment to reforming the criminal justice system of america.",2020-10-07,2020,2020_October_07_2020,fallacy of credibility
Page,"thank you, senator harris, and id like to pose the  id like you to respond first to the question on our final topic, the election itself. president trump has, several times, refused to commit himself to a peaceful transfer of power after the election. if your ticket wins and president trump refuses to accept a peaceful transfer of power, what steps would you and vice president biden then take? what would happen next? you have two minutes.",2020-10-07,2020,2020_October_07_2020,fallacy of relevance
Harris,"so, ill tell you. joe and i are particularly proud of the coalition that weve built around our campaign. we probably have one of the broadest coalitions of folks that youve ever seen in a presidential race. of course we have the support of democrats, but also independents and republicans, in fact, seven members of president george w. bushs cabinet are supporting our ticket. we have the support of colin powell, cindy mccain, john kasich, over 500 generals, retired generals, and former national security experts and advisors are supporting our campaign. and i believe they are doing that because they know that joe biden has a deep, deep seated commitment to fight for our democracy, and to fight for the integrity of our democracy, and to bring integrity back to the white house. and so, we believe in the american people. we believe in our democracy. and heres what id like to say to everybody vote. please vote, vote early, come up with a plan to vote, go to iwillvote.com. you can also go to joe biden.com. we have it within our power in these next 27 days to make the decision about what will be the course of our country for the next four years. and it is within our power, and if we use our vote, and we use our voice, we will win. and we will not let anyone subvert our democracy, with what donald trump has been doing as he did on the debate stage last week, when again in front of 70 million people, he openly attempted to suppress the vote. joe biden, on the other hand, on that same debate stage  because clearly donald trump doesnt think he can run on a record because its a failed record  joe biden on that stage, said, hey, just please vote. so ill repeat what joe said. please vote.",2020-10-07,2020,2020_October_07_2020,appeal to emotion
Page,"thank you, senator. vice president pence, president trump has several times refused to commit himself to a peaceful transfer of power after the election. if vice president biden is declared the winner and president trump refuses to accept a peaceful transfer of power, what would be your role and responsibility as vice president? what would you personally do? you have two minutes.",2020-10-07,2020,2020_October_07_2020,false dilemma
Pence,"well, susan, first and foremost, i think were gonna win this election. because while joe biden and kamala harris rattle off a long litany, the establishment in washington dc and the establishment joe bidens been a part of for 47 years. president donald trump has launched a movement of everyday americans from every walk of life. and i have every confidence that the same americans that delivered that historic victory in 2016, they see this presidents record, where we rebuild our military, we revived our economy through tax cuts and rolling back regulation, fighting for fair trade, unleashing american energy. we appointed conservatives to our federal courts at every level. and we stood with the men and women of law enforcement every single day, and i think, i think that movement of americans has only grown stronger in the last four years. when you talk about accepting the outcome of the election, i must tell you, senator, your party has spent the last three and a half years trying to overturn the results of the last election. its amazing. when joe biden was vice president of the united states, the fbi actually spied on president trump and my campaign. i mean there were documents released this week that the cia actually made a referral to the fbi documenting that those allegations were coming from the hillary clinton campaign, and of course, weve all seen the avalanche with the  what, what you put the country through, for the better part of three years, until it was found that there was no obstruction, no collusion, case closed. and then senator harris, you and your colleagues in the congress tried to impeach the president of the united states, over a phone call. and now hillary clinton has actually said to joe biden that under, in her words, under no circumstances should he concede the election. so let me just say, i think were gonna win this election. president trump and i are fighting every day in courthouses to prevent joe biden and kamala harris from changing the rules and creating this universal mailin voting, thatll create a massive opportunity for voter fraud. we have a free and fair election we know were going to have confidence in it. and i believe in all my heart that president donald trumps gonna be reelected for four more years.",2020-10-07,2020,2020_October_07_2020,ad hominem
Page,"you know ive, ive asked  ive written all the questions that ive asked tonight, but for the final question of the debate, id like to read a question that someone else wrote. the utah debate commission asked students in the state to write essays about what they would like to ask you. and i want to close tonights debate with the question posed by brecklynn brown. shes an eighth grader at springville junior high in springville, utah, and heres what she wrote. quote  when i watch the news, all i see is arguing between democrats and republicans. when i watch the news, all i see is citizen fighting against citizen. when i watch the news, all i see are two candidates from opposing parties, trying to tear each other down. if our leaders cant get along, how are the citizens supposed to get along? and then she added, your examples could make all the difference to bring us together  end quote. so to each of you, in turn, id like you to take one minute, and respond to brecklynn. vice president pence, you have one minute.",2020-10-07,2020,2020_October_07_2020,appeal to emotion
Pence,"brecklynn, its a wonderful question. and let me just commend you for taking an interest in public life. i started following the news when i was very young. and in america, we believe in a free and open exchange of debate. and we celebrate that, and its how weve created literally the freest and most prosperous nation in the history of the world. i would tell you that  dont assume that what youre seeing on your local news networks is synonymous with the american people. you know, i look at the relationship between justice ruth bader ginsburg, the late justice who we just lost from the supreme court, and the late justice antonin scalia. they were on polar opposites, on the supreme court of the united states  one very liberal, one very conservative. but whats been learned since her passing was the two of them and their families were the very closest of friends. here in america, we can disagree, we can debate vigorously as senator harris and i have on this stage tonight. but when the debate is over, we come together as americans. and thats what people do in big cities and small towns all across this country, so i just want to encourage you, brecklynn, i want to tell you that were going to work every day to have a government as good as our people, the american people, each and every day. we love a good debate. we love a good argument. but we always come together and are always there for one another in times of need. and weve especially learned that through the difficulties of this year.",2020-10-07,2020,2020_October_07_2020,fallacy of relevance
Page,"thank you, vice president. senator harris, what would you say to brecklynn?",2020-10-07,2020,2020_October_07_2020,None
Harris,"first of all, i love hearing from our young leaders, and when i hear her words, when i hear your words, brecklynn, i know our future is bright, because it is that perspective on who we are and who we should be  that is a sign of leadership and is something we should all aspire to be.",2020-10-07,2020,2020_October_07_2020,fallacy of relevance
Page,"thank you, senator harris, thank you, vice president pence. thank you so much for being with us tonight. we want to thank, also, the university of utah for its hospitality, and most of all our thanks to all the americans who watched this debate tonight. again, our best wishes for a quick recovery to president trump, the first lady and everyone who is battling covid19. the second presidential debate is next week on october 15, a town hall style debate in miami. we hope youll join us then. good evening.",2020-10-07,2020,2020_October_07_2020,None
Joe Biden,"how you doing, man?",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,how are you doing?,2020-09-29,2020,2020_September_29_2020,None
Moderator,"gentlemen, a lot of people have been waiting for this night, so lets get going. our first subject is the supreme court. president trump, you nominated amy coney barrett over the weekend to succeed the late ruth bader ginsburg on the court. you say the constitution is clear about your obligation and the senates to consider a nominee to the court. vice president biden, you say that this is an effort by the president and republicans to jam through on an appointment in what you call an abuse of power. my first question to both of you tonight, why are you right in the argument you make and your opponent wrong? and where do you think a justice barrett would take the court? president trump, in this first segment, you go first. two minutes.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"thank you very much, chris. i will tell you very simply. we won the election. elections have consequences. we have the senate, we have the white house, and we have a phenomenal nominee respected by all. top, top academic, good in every way. good in every way. in fact, some of her biggest endorsers are very liberal people from notre dame and other places. so i think shes going to be fantastic. we have plenty of time. even if we did it after the election itself. i have a lot of time after the election, as you know. so i think that she will be outstanding. shes going to be as good as anybody that has served on that court. we really feel that. we have a professor at notre dame, highly respected by all, said shes the single greatest student hes ever had. hes been a professor for a long time at a great school.",2020-09-29,2020,2020_September_29_2020,None
Moderator,"president trump, thank you. same question to you, vice president biden. you have two minutes.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"well, first of all, thank you for doing this and looking forward to this, mr. president.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"thank you, joe.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,the american people have a right to have a say in who the supreme court nominee is and that say occurs when they vote for united states senators and when they vote for the president of united states. theyre not going to get that chance now because were in the middle of an election already. the election has already started. tens of thousands of people already voted and so the thing that should happen is we should wait. we should wait and see what the outcome of this election is because thats the only way the american people get to express their view is by who they elect as president and who they elect as vice president.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"there arent a hundred million people with preexisting conditions. as far as a say is concerned, the people already had their say. okay, justice ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a president and the senate is elected for a period of time, but a president is elected for four years. were not elected for three years. im not elected for three years. so we have the senate, we have a president",2020-09-29,2020,2020_September_29_2020,fallacy of relevance
Joe Biden,hes elected to the next election.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"during that period of time, during that period of time, we have an opening. im not elected for three years. im elected for four years. joe, the hundred million people is totally wrong. i dont know where you got that number. the bigger problem that you have is that youre going to extinguish 180 million people with their private health care, that theyre very happy with.",2020-09-29,2020,2020_September_29_2020,fallacy of relevance
Joe Biden,thats simply not true.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"well, youre certainly going to socialist. youre going to socialist medicine",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,"gentlemen, were now into open discussion.",2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,open discussion.,2020-09-29,2020,2020_September_29_2020,None
Moderator,"open discussion, yes, i agree. go ahead, vice president.",2020-09-29,2020,2020_September_29_2020,ad populum
Joe Biden,"number one, he knows what i proposed. what i proposed is that we expand obamacare and we increase it. we do not wipe any. and one of the big debates we had with 23 of my colleagues trying to win the nomination that i won, were saying that biden wanted to allow people to have private insurance still. they can. they do. they will under my proposal.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,thats not what youve said and its not what your party is saying.,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,that is simply a lie.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,your party doesnt say it. your party wants to go socialist medicine and socialist healthcare.,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,"the party is me. right now, i am the democratic party.",2020-09-29,2020,2020_September_29_2020,faulty generalization
Donald Trump,"and theyre going to dominate you, joe. you know that.",2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,i am the democratic party right now.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,not according to harris.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"the platform of the democratic party is what i, in fact, approved of, what i approved of. now, heres the deal. the deal is that its going to wipe out preexisting conditions. and, by the way, the 200,000 people that have died on his watch, how many of those have survived? well, theres seven million people that contracted covid. what does it mean for them going forward if you strike down the affordable care act?",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"joe, youve had 308,000 military people dying because you couldnt provide them proper healthcare in the military. so dont tell me about this.",2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,im happy to talk about this.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"and if you were here, it wouldnt be 200, it would be two million people because you were very late on the draw. you didnt want me to ban china, which was heavily infected. you didnt want me to ban europe.",2020-09-29,2020,2020_September_29_2020,ad hominem
Moderator,"all right, gentlemen, mr. president.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"you would have been much later, joe, much later.",2020-09-29,2020,2020_September_29_2020,None
Moderator,mr. president.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,were talking about two million people.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,youre not going to be able to shut him up.,2020-09-29,2020,2020_September_29_2020,ad hominem
Moderator,"mr. president, as the moderator, we are going to talk about covid in the next segment. but go ahead.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"let me finish. the point is that the president also is opposed to roe v. wade. thats on the ballot as well and the court, in the court, and so thats also at stake right now. and so the election is all",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,you dont know whats on the ballot. why is it on the ballot? why is it on the ballot? its not on the ballot.,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,its on the ballot in the court.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,i dont think so.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,in the court.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,theres nothing happening there.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,donald would you just be quiet for a minute.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,you dont know her view on roe v. wade? you dont know her view.,2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,"well, all right. all right. lets talk. weve got a lot to unpack here, gentlemen. weve got a lot of time. on healthcare, and then well come back to roe v. wade.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,all right.,2020-09-29,2020,2020_September_29_2020,None
Moderator,"mr. president, the supreme court will hear a case a week after the election in which the trump administration, along with 18 state attorney generals are seeking to overturn obamacare, to end obamacare.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,thats right.,2020-09-29,2020,2020_September_29_2020,None
Moderator,you have spent the last week,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,because they want to give good healthcare.,2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,"if i may ask my question, sir.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,good healthcare.,2020-09-29,2020,2020_September_29_2020,None
Moderator,"over the last four years, you have promised to repeal and replace obamacare, but you have never in these four years come up with a plan, a comprehensive plan, to replace obamacare.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"yes, i have. of course, i have. the individual mandate.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,crosstalk when i finish im going to give an opportunity,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"excuse me. i got rid of the individual mandate, which was a big chunk of obamacare.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,thats not a comprehensive place.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,that is absolutely a big thing. that was the worst part of obamacare.,2020-09-29,2020,2020_September_29_2020,None
Moderator,"i didnt ask, sir.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"chris, that was the worst part of obamacare.",2020-09-29,2020,2020_September_29_2020,ad hominem
Moderator,youre debating him not me. let me ask my question.,2020-09-29,2020,2020_September_29_2020,ad hominem
Donald Trump,"well, ill ask joe. the individual mandate was the most unpopular aspect of obamacare.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,mr. president.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,i got rid of it. and we will protect people.,2020-09-29,2020,2020_September_29_2020,None
Moderator,"mr. president, im the moderator of this debate and i would like you to let me ask my question and then you can answer.",2020-09-29,2020,2020_September_29_2020,None
Moderator,"you, in the course of these four years, have never come up with a comprehensive plan to replace obamacare, and just this last thursday you signed a largely symbolic executive order to protect people with preexisting conditions five days before this debate. so my question, sir, is what is the trump healthcare plan?",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"well, first of all, i guess im debating you, not him, but thats okay. im not surprised. let me just tell you something. theres nothing symbolic. im cutting drug prices. im going with favored nations, which no president has the courage to do because youre going against big pharma. drug prices will be coming down 80 or 90. you could have done it during your 47year period in government, but you didnt do it. nobodys done it. so were cutting healthcare.",2020-09-29,2020,2020_September_29_2020,appeal to emotion
Moderator,what about preexisting conditions?,2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,all of the things that weve done.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,he has not done healthcare.,2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"ill give you an example. insulin, it was destroying families, destroying people, the cost. im getting it for so cheap its like water, you want to know the truth. so cheap. take a look at all of the drugs that what were doing. prescription drug prices, were going to allow our governors now to go to other countries to buy drugs because when they paid just a tiny fraction of what we do.",2020-09-29,2020,2020_September_29_2020,ad hominem
Moderator,"okay, like i say, this is open discussion.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,this is big stuff.,2020-09-29,2020,2020_September_29_2020,None
Moderator,"sir, youll be happy. im about to pick up on one of your points to ask the vice president, which is, he points out that you would like to add a public option to obamacare.",2020-09-29,2020,2020_September_29_2020,appeal to emotion
Moderator,and the argument that he makes and other republicans make is that that is going to end private insurance.,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,it is not.,2020-09-29,2020,2020_September_29_2020,None
Moderator,if i start asking the question.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"thats not what your party says, by the way.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,and it will end private insurance and create a government takeover of healthcare.,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,"it does not. its only for those people who are so poor they qualify for medicaid they can get that free in most states, except governors who want to deny people who are poor medicaid. anyone who qualifies for medicaid would automatically be enrolled in the public option. the vast majority of the american people would still not be in that option. number one. number two.",2020-09-29,2020,2020_September_29_2020,fallacy of relevance
Donald Trump,"joe, you agreed with bernie sanders, whos far left, on the manifesto, we call it. and that gives you socialized medicine.",2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,"look, hey.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,are you saying you didnt agree?,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,im not going to listen to him. the fact of the matter is i beat bernie sanders.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,not by much.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,i beat him by a whole hell of a lot.,2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,not by much.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"im here standing facing you, old buddy.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,if pocahontas would have left two days early you would have lost every primary.,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,all he knows how to do,2020-09-29,2020,2020_September_29_2020,ad populum
Donald Trump,"on super tuesday, you got very lucky.",2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,look hes the deal. i got very lucky. im going to get very lucky tonight as well.,2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,with what?,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,and tonight im going to make sure.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,with what?,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"because heres the deal, heres the deal. the fact is that everything hes saying so far is simply a lie. im not here to call out his lies. everybody knows hes a liar.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"but you agree. joe, youre the liar. you graduated last in your class not first in your class.",2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,"god, i want to make sure",2020-09-29,2020,2020_September_29_2020,None
Moderator,"mr. president, can you let him finish, sir?",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"no, he doesnt know how to do that.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"youd be surprised. youd be surprised. go ahead, joe.",2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,"the wrong guy, the wrong night, at the wrong time.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"listen, you agreed with bernie sanders and the manifesto.",2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,"there is no manifesto, number one.",2020-09-29,2020,2020_September_29_2020,None
Moderator,"please let him speak, mr. president.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,number two.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,he just lost the left.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,number two.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"you just lost the left. you agreed with bernie sanders on a plan that you absolutely agreed to and under that plan crosstalk, they call it socialized medicine.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,mr. president.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"ill tell you what, he is not for any help for people needing healthcare.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"who is, bernie?",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"because he, in fact, already has cost 10 million people their healthcare that they had from their employers because of his recession. number one. number two, there are 20 million people getting healthcare through obamacare now that he wants to take it away. he wont ever look you in the eye and say thats what he wants to do. take it away.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"no, i want to give them better healthcare at a much lower price, because obamacare is no good.",2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,he doesnt know how. he doesnt know how to do that.,2020-09-29,2020,2020_September_29_2020,ad hominem
Donald Trump,ive already fixed it.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,he has never offered a plan.,2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,"weve already fixed it to an extent. obamacare, as you might know but probably dont, obamacare is no good.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,"gentlemen, you realize if youre both speaking at the same time. let the president. go ahead, sir.",2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"obamacare is no good. we made it better and i had a choice to make very early on. we took away the individual mandate. we guaranteed preexisting conditions, but took away the individual mandate. listen, this is the way it is. and that destroyed  they shouldnt even call it obamacare, then i had a choice to make, do i let my people run it really well or badly? if i run it badly, theyll probably blame him, but theyll blame me. but more importantly, i want to help people. okay. i said, youve got to run it so well. and i just had a meeting with them. they said the problem is, no matter how well you run obamacare, its a disaster. its too expensive. premiums are too high, that it doesnt work. so we do want to get rid of it. chris, we want to get rid of that and give something thats cheaper and better.",2020-09-29,2020,2020_September_29_2020,appeal to emotion
Moderator,"i understand that, sir. but i have to give you roughly equal time.",2020-09-29,2020,2020_September_29_2020,ad hominem
Moderator,"please let the vice president talk, sir.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,he has no plan for healthcare.,2020-09-29,2020,2020_September_29_2020,fallacy of relevance
Donald Trump,"of course, we do.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"he sends out wishful thinking. he has executive orders that have no power. he hasnt lowered drug costs for anybody. hes been promising a healthcare plan since he got elected. he has none, like almost everything else he talks about. he does not have a plan. he doesnt have a plan. and the fact is this man doesnt know what hes talking about.",2020-09-29,2020,2020_September_29_2020,ad hominem
Moderator,"all right, i have one final question for you.",2020-09-29,2020,2020_September_29_2020,None
Moderator,"mr. vice president, if senate republicans, we were talking originally about the supreme court here, if senate republicans go ahead and confirm justice barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. you call this a distraction by the president. but, in fact, it wasnt brought up by the president. it was brought up by some of your democratic colleagues in the congress. so my question to you is, you have refused in the past to talk about it, are you willing to tell the american people tonight whether or not you will support either ending the filibuster or packing the court?",2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,"whatever position i take on that, thatll become the issue. the issue is the american people should speak. you should go out and vote. youre voting now. vote and let your senators know how strongly you feel.",2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,are you going to pack the court?,2020-09-29,2020,2020_September_29_2020,false dilemma
Donald Trump,are you going to pack the court?,2020-09-29,2020,2020_September_29_2020,false dilemma
Joe Biden,"make sure you, in fact, let people know, your senators.",2020-09-29,2020,2020_September_29_2020,fallacy of relevance
Donald Trump,he doesnt want to answer the question.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,im not going to answer the question.,2020-09-29,2020,2020_September_29_2020,ad hominem
Donald Trump,why wouldnt you answer that question? you want to put a lot of new supreme court justices. radical left.,2020-09-29,2020,2020_September_29_2020,ad hominem
Joe Biden,"will you shut up, man?",2020-09-29,2020,2020_September_29_2020,ad hominem
Donald Trump,"listen, who is on your list, joe? whos on your list?",2020-09-29,2020,2020_September_29_2020,None
Moderator,"gentlemen, i think weve ended this",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,this is so unpresidential.,2020-09-29,2020,2020_September_29_2020,ad hominem
Donald Trump,hes going to pack the court. he is not going to give a list.,2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,we have ended the segment. were going to move on to the second segment.,2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"that was really a productive segment, wasnt it? keep yapping, man.",2020-09-29,2020,2020_September_29_2020,ad hominem
Donald Trump,"the people understand, joe.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,they sure do.,2020-09-29,2020,2020_September_29_2020,None
Donald Trump,"47 years, youve done nothing. they understand.",2020-09-29,2020,2020_September_29_2020,false dilemma
Moderator,"all right, the second subject is covid19, which is an awfully serious subject. so lets try to be serious about it. we have had more than seven million cases of coronavirus in the united states and more than 200,000 people have died. even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. my question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the american people trust you more than your opponent to deal with this public health crisis going forward? in this case, the question goes to you first, sir. two minutes, uninterrupted.",2020-09-29,2020,2020_September_29_2020,None
Joe Biden,"good luck. 200,000 dead. as you said, over seven million infected in the united states. we, in fact, have 4 of the worlds population, 20 of the deaths. 40,000 people a day are contracting covid. in addition to that, about between 750 and 1000 people a day are dying. when he was presented with that number, he said, it is what it is. well, it is what it is because you are who you are. thats why it is. the president has no plan. he hasnt laid out anything. he knew all the way back in february how serious this crisis was. he knew it was a deadly disease. what did he do? hes on tape as acknowledging he knew it. he said he didnt tell us or give people a warning of it because he didnt want to panic the american people. you dont panic. he panicked. in addition to that, what did he do?",2020-09-29,2020,2020_September_29_2020,false dilemma
